Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy,Learning Rate
1,4.1778064247889395,4.005458231213726,5.9795673076923075,8.44,0.2
2,3.7013836801052094,3.5378661155700684,11.783854166666666,14.65,0.2
3,3.406018004203454,3.3122922197172913,16.754306891025642,18.8,0.2
4,3.1724913387726517,3.137114512769482,20.79326923076923,21.47,0.2
5,2.9728784133226442,3.0041391909876958,24.556790865384617,25.16,0.2
6,2.7881194184987974,2.726940402501746,27.927183493589745,29.6,0.2
7,2.6152454576431174,2.61926856222032,31.310096153846153,32.5,0.2
8,2.4629230254735703,2.4220295797420452,34.7080328525641,36.45,0.2
9,2.333607037862142,2.454839972001088,36.93659855769231,35.37,0.2
10,2.225132018327713,2.293107237996934,39.66846955128205,39.84,0.2
11,2.1395870504470973,2.2993780676322646,41.5439703525641,39.56,0.2
12,2.0293735544650984,2.24074649810791,43.97536057692308,40.78,0.2
13,1.9526880605098529,2.2169871707505817,45.83082932692308,42.17,0.2
14,1.8752737587843187,2.0882043747962276,47.756410256410255,43.8,0.2
15,1.7937869945397744,2.0093843710573416,49.79717548076923,46.09,0.2
16,1.729723578462234,1.985956613021561,51.24198717948718,47.02,0.2
17,1.6585233009014375,1.989468592631666,52.97976762820513,47.74,0.2
18,1.5986956663620777,1.9530771261529078,54.361979166666664,48.02,0.2
19,1.540924146007269,1.9457592677466478,55.77674278846154,48.58,0.2
20,1.4904147306313882,1.9175067611887484,57.03876201923077,49.43,0.2
21,1.4430656635608428,1.8620840748654137,57.96524439102564,50.5,0.2
22,1.407643077847285,2.180672313593611,58.97435897435897,47.99,0.2
23,1.3519391425144978,1.8547778597360924,60.46424278846154,51.58,0.2
24,1.3018182972684884,1.8847806031190897,61.56600560897436,51.2,0.2
25,1.2562572226310387,1.8516519703442538,62.96324118589744,51.13,0.2
26,1.218153639099537,1.882850628864916,63.72195512820513,51.58,0.2
27,1.172759626347285,1.9047198008887376,64.78114983974359,52.21,0.2
28,1.1364977306280382,1.9287072646466992,65.63501602564102,51.56,0.2
29,1.103726449303138,1.9104810424997836,66.57151442307692,52.17,0.2
30,1.0698294383593094,1.8695697241191622,67.39533253205128,53.62,0.2
31,1.0267279031567085,1.8958777868295018,68.98788060897436,53.1,0.2
32,0.9955399533112844,1.8738605085807511,69.43108974358974,53.35,0.2
33,0.9584672229412274,1.9438744813581057,70.35506810897436,53.46,0.2
34,0.9219677622119585,1.9979001555261733,71.37670272435898,53.65,0.2
35,0.8939824629670534,1.944103773636154,72.14292868589743,54.03,0.2
36,0.8643072333473426,2.024822728543342,73.15454727564102,53.0,0.2
37,0.8276428104593203,1.9916582409339616,73.88321314102564,54.19,0.2
38,0.7989940448449209,1.98707440985909,74.64693509615384,53.88,0.2
39,0.7777555716725496,1.9828279621993439,75.41566506410257,55.0,0.2
40,0.7395155104115988,2.023563658134847,76.3496594551282,54.48,0.2
41,0.7132670318660064,2.021484811094743,76.98818108974359,55.31,0.2
42,0.686436793838556,2.1232562910152386,78.04236778846153,54.5,0.2
43,0.6625567851349329,2.117198308811912,78.85867387820512,54.3,0.2
44,0.6418355830395833,2.1666528454309777,79.37449919871794,54.67,0.2
45,0.6078917160630226,2.165212241909172,80.00550881410257,53.91,0.2
46,0.572393803164745,2.170776219307622,81.51792868589743,55.02,0.2
47,0.5565932412178088,2.2672028345397757,82.07381810897436,53.91,0.2
48,0.5381135335908487,2.263619581355324,82.39683493589743,54.99,0.2
49,0.5200811457366515,2.326021564157703,82.8926282051282,53.62,0.2
50,0.49248902117594695,2.2933073571965665,83.80909455128206,55.12,0.2
51,0.47518012118645203,2.398879028573821,84.34495192307692,53.76,0.2
52,0.44996268942187995,2.3506584801251376,85.19381009615384,54.91,0.2
53,0.44028044038285047,2.3547093460831463,85.47676282051282,55.0,0.2
54,0.4167887043112364,2.4689594054523902,86.29557291666667,54.54,0.2
55,0.4068787667709283,2.454789569106283,86.57351762820512,54.43,0.2
56,0.3812506007364927,2.4860914070394973,87.32471955128206,55.31,0.2
57,0.3648819962086586,2.4820313363135615,88.14853766025641,54.83,0.2
58,0.34694977310032415,2.501393755779991,88.54917868589743,55.14,0.2
59,0.34050939678668213,2.5432126371166373,88.72696314102564,55.5,0.2
60,0.32317478267046124,2.510976399047465,89.1426282051282,56.27,0.2
61,0.30718189298820037,2.5788448717020733,89.90384615384616,55.88,0.2
62,0.2992918260443287,2.6167622155781034,89.94391025641026,55.58,0.2
63,0.2976320183668763,2.554137088075469,90.20182291666667,56.83,0.2
64,0.2863335471886855,2.6327212611331214,90.49729567307692,55.42,0.2
65,0.2664864851543919,2.7343185219583632,91.27604166666667,55.62,0.2
66,0.2630708400780956,2.6984621723995934,91.24098557692308,55.76,0.2
67,0.2433493268222381,2.738037667696989,91.84445112179488,55.72,0.2
68,0.23919473385486084,2.7094777973392343,92.02473958333333,55.35,0.2
69,0.2399186416505239,2.749898196775702,92.06480368589743,55.17,0.2
70,0.2256147901599224,2.762956427622445,92.53305288461539,56.17,0.2
71,0.2186031121856127,2.858404612239403,92.79346955128206,55.52,0.2
72,0.2001889918047266,2.888547999949395,93.26923076923077,55.42,0.2
73,0.19359677311224052,2.8639403777786447,93.61728766025641,55.69,0.2
74,0.18564728180615184,2.861702466312843,93.82011217948718,55.56,0.2
75,0.19157312695796674,2.849233735965777,93.73998397435898,56.23,0.2
76,0.18091936376041326,2.8631198677835585,93.96534455128206,55.77,0.2
77,0.18059821051951402,2.8301806042465985,94.0830328525641,56.37,0.2
78,0.16694306606092515,2.937076973009713,94.29336939102564,55.96,0.2
79,0.17682123937620184,2.9263100458096853,94.11558493589743,55.75,0.2
80,0.15590056295817098,2.882501582556133,94.92938701923077,56.37,0.2
81,0.15206944682181645,2.9086632366421856,94.82672275641026,56.2,0.2
82,0.1501157916843509,2.9315303609341004,94.95943509615384,56.77,0.2
83,0.14526143539935732,2.9969004588791086,95.10466746794872,56.83,0.2
84,0.13893984567421752,3.0140918900695026,95.39513221153847,55.84,0.2
85,0.1328059661273773,2.9758372155925894,95.68309294871794,56.9,0.2
86,0.13172715318460876,3.0756276363058936,95.62550080128206,56.0,0.2
87,0.14164656604855105,3.0638898656338074,95.25741185897436,55.73,0.2
88,0.12740661575196263,3.0381602818452857,95.79076522435898,55.88,0.2
89,0.12598072095081592,3.0591115136689777,95.89342948717949,56.21,0.2
90,0.12690907961521775,3.0364579641366305,95.86838942307692,56.15,0.2
91,0.1092370861233809,3.0602691203733032,96.34415064102564,56.92,0.2
92,0.11195959710181715,3.0858081745195993,96.29407051282051,55.42,0.2
93,0.11191269896255854,3.0594247594664368,96.2715344551282,56.53,0.2
94,0.10863529849582566,3.1353163417381578,96.4042467948718,56.15,0.2
95,0.1081834091590001,3.1039137327218356,96.35166266025641,56.88,0.2
96,0.0952130294082543,3.1254929711547077,96.88251201923077,56.31,0.2
97,0.096692065630729,3.1522070516513874,96.83743990384616,56.62,0.2
98,0.10003852201267503,3.1618201762815064,96.7548076923077,56.62,0.2
99,0.09330889586812983,3.2505591881426077,96.9951923076923,56.76,0.2
100,0.092200565059335,3.1955416021467764,96.97516025641026,56.67,0.2
101,0.09530387241512728,3.1757084780101534,96.74479166666667,56.59,0.2
102,0.08926871181495535,3.2149047187612028,97.17297676282051,56.84,0.2
103,0.10056676274428192,3.1515928189965745,96.72475961538461,56.34,0.2
104,0.08574183355384053,3.245545571363425,97.28064903846153,56.52,0.2
105,0.08728773674915712,3.249287985548188,97.1454326923077,56.54,0.2
106,0.08860239582673575,3.231338666964181,97.18299278846153,56.84,0.2
107,0.08441022828889963,3.2712725898887536,97.30068108974359,56.9,0.2
108,0.08208122445891301,3.228827862799922,97.3457532051282,56.46,0.2
109,0.07025880503277175,3.2663517330266254,97.66376201923077,56.81,0.2
110,0.07788296413416855,3.3542953774898865,97.50600961538461,56.43,0.2
111,0.07853751192884281,3.3177311118645005,97.39082532051282,56.82,0.2
112,0.07884355779522313,3.284244335150417,97.42337740384616,56.4,0.2
113,0.07507898015543245,3.2523726964298683,97.4434094551282,56.23,0.2
114,0.07147855964901212,3.3136647321000883,97.57361778846153,56.57,0.2
115,0.06862645864767285,3.3235403525678415,97.73387419871794,57.1,0.2
116,0.06371715631729995,3.3233488269999056,97.93920272435898,57.06,0.2
117,0.07410611898506968,3.3673806854441195,97.60116185897436,56.28,0.2
118,0.07032820300903553,3.3795100586323796,97.6963141025641,56.62,0.2
119,0.06787812650705186,3.2946708142002925,97.78395432692308,56.25,0.2
120,0.06762820050024833,3.2863969531240342,97.79647435897436,56.16,0.2
121,0.06308389924920331,3.4114750850049753,97.92417868589743,56.83,0.2
122,0.06511719221732794,3.360595992848843,97.9091546474359,56.76,0.2
123,0.06304766815036345,3.36031172848955,97.9266826923077,56.81,0.2
124,0.05466173102971739,3.3511591832849046,98.27223557692308,57.5,0.2
125,0.05371627747678222,3.3746760132946547,98.25721153846153,57.27,0.2
126,0.053853916504289,3.3594621012482464,98.30729166666667,57.03,0.2
127,0.052460189880385324,3.3636036492601225,98.28725961538461,57.41,0.2
128,0.05312338575589447,3.4501569753960717,98.28725961538461,57.36,0.2
129,0.0541025828734303,3.456249982495851,98.26973157051282,57.25,0.2
130,0.054524297499879956,3.446035973633392,98.22215544871794,57.26,0.2
131,0.0590806904156358,3.4271211352529405,98.05438701923077,56.79,0.2
132,0.05842185068057659,3.405843218670616,98.08443509615384,57.11,0.2
133,0.0487847183084784,3.4627103745182857,98.34735576923077,57.22,0.2
134,0.05481797370176094,3.4463464549825162,98.21213942307692,57.21,0.2
135,0.048034158565151766,3.4108699545075623,98.37239583333333,57.46,0.2
136,0.04908449642691547,3.463167887699755,98.42497996794872,57.4,0.2
137,0.04479185036885051,3.50487530985965,98.57021233974359,56.83,0.2
138,0.04908125496914204,3.5343429046341135,98.44000400641026,57.11,0.2
139,0.044278270429901734,3.4529579651506643,98.56520432692308,57.62,0.2
140,0.03971266350708902,3.542649247978307,98.66786858974359,57.02,0.2
141,0.047478252581547566,3.517202564432651,98.53014823717949,57.29,0.2
142,0.04983947436080481,3.559596161299114,98.39993990384616,57.04,0.2
143,0.046020621463704184,3.500850952124294,98.4775641025641,57.71,0.2
144,0.04757651555328033,3.56680183169208,98.41746794871794,57.6,0.2
145,0.04701177060801106,3.5616018953202646,98.44250801282051,57.12,0.2
146,0.04157137123566384,3.5152797759333745,98.68038862179488,57.4,0.2
147,0.044427620533567205,3.5456595300119136,98.50761217948718,56.8,0.2
148,0.04936784463830125,3.5908135432231276,98.31981169871794,56.38,0.2
149,0.04170662022079341,3.5588752136954778,98.58273237179488,56.9,0.2
150,0.04276811800753841,3.5994426238385935,98.56520432692308,56.99,0.2
151,0.042199744434000395,3.5382709955867333,98.64282852564102,57.27,0.2
152,0.04534227782800698,3.542458374289018,98.54016426282051,56.87,0.2
153,0.04417984057605887,3.532515347758426,98.5752203525641,57.36,0.2
154,0.04100601891360174,3.5203397605992572,98.74549278846153,57.16,0.2
155,0.042018631303038165,3.5644811980332,98.65284455128206,58.0,0.2
156,0.038200662848211296,3.5330748437326167,98.72796474358974,57.46,0.2
157,0.0357136040693149,3.5551887041405785,98.83062900641026,57.84,0.2
158,0.03766354848779977,3.5841194014006024,98.77554086538461,57.28,0.2
159,0.03235386675283408,3.6114841292176068,98.99088541666667,57.26,0.2
160,0.031012041286792223,3.6065600853932054,99.02844551282051,57.27,0.2
161,0.03273185153450005,3.628835638867149,98.89322916666667,57.49,0.2
162,0.03445441184232596,3.6213712873338144,98.89072516025641,57.11,0.2
163,0.033674895482806444,3.606692459009871,98.93329326923077,57.02,0.2
164,0.03202289555785963,3.5772551403769963,98.9433092948718,57.55,0.2
165,0.03199998454081838,3.6053961651234685,98.96334134615384,58.11,0.2
166,0.0319824166833244,3.5187219426601746,98.97335737179488,58.2,0.2
167,0.036861074547722146,3.602507766289047,98.85817307692308,57.53,0.2
168,0.03482033876375331,3.608891046499904,98.9082532051282,57.26,0.2
169,0.03273912198850527,3.642065202133565,98.91826923076923,57.27,0.2
170,0.031453650850707136,3.6520443747315228,99.0009014423077,57.14,0.2
171,0.03512843611324803,3.6160761404641066,98.82562099358974,57.21,0.2
172,0.02685671174698748,3.634888235526749,99.08353365384616,57.61,0.2
173,0.033286981090219714,3.585169300248351,98.91826923076923,57.36,0.2
174,0.027245512609787952,3.6774980629546734,99.11608573717949,57.34,0.2
175,0.029854334878902405,3.622592811343036,99.07852564102564,57.67,0.2
176,0.03116040475903831,3.6598827627640738,98.97085336538461,57.18,0.2
177,0.03288162211911418,3.632902145385742,98.93078926282051,57.5,0.2
178,0.025394995618486203,3.600523821915252,99.12359775641026,57.78,0.2
179,0.025414275715518624,3.6248730828490436,99.17117387820512,58.11,0.2
180,0.027976040769807205,3.651680584195294,99.10106169871794,57.59,0.2
181,0.02707604698139804,3.6744689398174044,99.10606971153847,57.43,0.2
182,0.029286620330635626,3.6673997052108187,99.05598958333333,57.65,0.2
183,0.0350485123960355,3.683156894732125,98.89573317307692,57.71,0.2
184,0.02738322902064866,3.695367218572882,99.05598958333333,57.49,0.2
185,0.02766479517091424,3.651944727837285,99.09605368589743,57.45,0.2
186,0.027163700997614518,3.7517070045954064,99.0810296474359,56.82,0.2
187,0.025979449977734104,3.704372493526604,99.15865384615384,57.52,0.2
188,0.026145443081473693,3.6420127047768123,99.08353365384616,57.2,0.2
189,0.027149680449301973,3.6775940400135667,99.11107772435898,57.27,0.2
190,0.02926044168793268,3.691494003126893,99.05598958333333,57.44,0.2
191,0.024092892331305522,3.7135992291607436,99.26131810897436,57.63,0.2
192,0.022518254799368337,3.665787078157256,99.26632612179488,57.84,0.2
193,0.0245624567833147,3.691298125665399,99.21624599358974,57.58,0.2
194,0.023899373040573362,3.6672186338448824,99.22125400641026,57.74,0.2
195,0.02715685368196155,3.7281471928463707,99.11858974358974,57.81,0.2
196,0.022832895642913614,3.732453720479072,99.28385416666667,57.53,0.2
197,0.023403765288933825,3.704186608519735,99.24629407051282,57.36,0.2
198,0.02453809826469156,3.768079603774638,99.20622996794872,56.97,0.2
199,0.024926869933924768,3.761127281792556,99.14613381410257,57.31,0.2
200,0.025909788567029562,3.8309435452087017,99.11358173076923,57.08,0.2
201,0.028689391729690563,3.7757785320281982,99.05348557692308,57.34,0.2
202,0.02973123263934842,3.758783005460908,99.01592548076923,57.04,0.2
203,0.023858105822373778,3.71816476990905,99.21624599358974,57.18,0.2
204,0.023248258234861378,3.7220135972469666,99.2012219551282,57.45,0.2
205,0.024020883927826222,3.764235239994677,99.21374198717949,57.56,0.2
206,0.027501023728967622,3.81947236423251,99.07602163461539,57.12,0.2
207,0.02677792942603656,3.7731707186638554,99.13361378205128,57.42,0.2
208,0.025369996017663,3.7414740972881075,99.20372596153847,57.27,0.2
209,0.025213912512789156,3.7641006330900555,99.19871794871794,57.35,0.2
210,0.021986562149369348,3.718395658686191,99.26632612179488,57.53,0.2
211,0.024081389233544588,3.7740212090407748,99.29136618589743,57.21,0.2
212,0.020515567183536358,3.7595101066782504,99.34395032051282,57.44,0.2
213,0.022492182686013013,3.7776031494140625,99.2412860576923,57.39,0.2
214,0.0174718192554279,3.772060877160181,99.4541266025641,57.39,0.2
215,0.019318756486217562,3.7258535578281067,99.30639022435898,57.69,0.2
216,0.022869624995599643,3.779532677010645,99.25631009615384,56.83,0.2
217,0.02064110949653789,3.7603571867641015,99.30138221153847,57.54,0.2
218,0.025531894396035336,3.7801395790486394,99.12109375,57.44,0.2
219,0.022354590227060284,3.824677274196963,99.27383814102564,57.63,0.2
220,0.02103540259933932,3.821767453905902,99.33643830128206,57.09,0.2
221,0.019595288573607553,3.8248051148426683,99.34144631410257,57.55,0.2
222,0.01921984993663127,3.7958279440674603,99.38651842948718,57.6,0.2
223,0.021677457406790033,3.8723217294185974,99.24379006410257,57.31,0.2
224,0.02333808270244238,3.8126537286782565,99.2362780448718,57.53,0.2
225,0.019448228938600574,3.8555736571927612,99.3564703525641,57.24,0.2
226,0.018468407895479454,3.8586218930497953,99.38401442307692,57.43,0.2
227,0.022690974920689583,3.8443942824496498,99.24379006410257,57.32,0.2
228,0.02173245643009581,3.863551492932477,99.28385416666667,57.63,0.2
229,0.019303159477250375,3.8436054670358004,99.3739983974359,57.7,0.2
230,0.018199542903834624,3.859901699838759,99.40154246794872,57.51,0.2
231,0.01828666893468322,3.847403312031227,99.41155849358974,57.47,0.2
232,0.018714338878336817,3.904667084730124,99.39403044871794,57.63,0.2
233,0.021070357478049865,3.940331211572961,99.2988782051282,57.56,0.2
234,0.01933595114548016,3.914931550810609,99.36398237179488,57.37,0.2
235,0.020655305462311774,3.8592715474623667,99.31139823717949,57.75,0.2
236,0.021343045687199965,3.9247580540331106,99.30138221153847,57.32,0.2
237,0.02338305850814019,3.886851615543607,99.23878205128206,57.68,0.2
238,0.020523753450386442,3.926648541341854,99.3389423076923,57.21,0.2
239,0.02069939244747496,3.8250212216679054,99.30889423076923,57.88,0.2
240,0.016121154560935862,3.871930354758154,99.46915064102564,57.77,0.2
241,0.018439179820677217,3.8932728918292856,99.40154246794872,57.58,0.2
242,0.018276366957042437,3.824299954160859,99.3965344551282,57.79,0.2
243,0.018143712336146003,3.886216791370247,99.3915264423077,57.66,0.2
244,0.020765718885321312,3.8517237826238704,99.29637419871794,57.48,0.2
245,0.017174439141690995,3.9067595125753667,99.44911858974359,57.26,0.2
246,0.016018188910190172,3.849388877047768,99.46664663461539,57.85,0.2
247,0.014641585848855753,3.9048093723345407,99.54176682692308,57.2,0.2
248,0.016930288199942786,3.9375789316394663,99.42658253205128,57.42,0.2
249,0.017700881677088685,3.8932244777679443,99.41907051282051,57.29,0.2
250,0.015650937981822956,3.9108194097687927,99.4941907051282,57.56,0.2
251,0.020844304549730925,3.943328498285028,99.27383814102564,56.97,0.2
252,0.01562860286111782,3.966031599648391,99.47666266025641,56.82,0.2
253,0.01714900265757863,3.949731684938262,99.41907051282051,57.7,0.2
254,0.017229217862805877,3.923417516901523,99.43409455128206,57.42,0.2
255,0.0162200813176288,3.928291031076938,99.44661458333333,57.62,0.2
256,0.01816159750915876,3.955958791925937,99.39903846153847,57.43,0.2
257,0.016398065032356104,3.907373712032656,99.52173477564102,57.84,0.2
258,0.015236945382546252,3.885116444358343,99.4891826923077,58.07,0.2
259,0.014459940616059331,3.884307933759086,99.5693108974359,58.08,0.2
260,0.017326955314134605,3.944262284266798,99.43409455128206,57.36,0.2
261,0.01664623477242854,3.9020263575300387,99.50671073717949,57.03,0.2
262,0.014622185294240645,3.9667711439011972,99.51672676282051,57.66,0.2
263,0.014337765001423227,3.9089077877092966,99.58934294871794,57.99,0.2
264,0.01510535486662635,3.9450716459298434,99.52173477564102,57.85,0.2
265,0.01753454510701256,3.9569118898126145,99.41656650641026,57.45,0.2
266,0.014246239808226865,3.959471916850609,99.5342548076923,57.42,0.2
267,0.016032168916773608,3.9566154449800903,99.52173477564102,57.45,0.2
268,0.014027572267085092,3.882202410999733,99.52674278846153,57.71,0.2
269,0.014600761678313855,3.9220749275593816,99.51422275641026,57.59,0.2
270,0.017236711515019685,3.9160341039488586,99.4315905448718,57.91,0.2
271,0.016049132927573505,3.983163767223117,99.44411057692308,57.2,0.2
272,0.013710220569173077,3.963449288018142,99.55679086538461,57.69,0.2
273,0.017385554884710403,3.9498512835442265,99.44160657051282,57.13,0.2
274,0.016766062702607505,3.8799206667308566,99.44661458333333,57.78,0.2
275,0.015604773950494396,3.8781735142575036,99.49168669871794,57.73,0.2
276,0.013652671216569172,3.8809359164177617,99.54927884615384,58.08,0.2
277,0.013384783245923106,3.8790393931956233,99.54927884615384,58.0,0.2
278,0.01437565222976189,3.9043495051468473,99.51422275641026,57.83,0.2
279,0.012963130230137046,3.9754186008549945,99.54176682692308,57.71,0.2
280,0.015552230312749042,3.9673987129066566,99.4941907051282,57.18,0.2
281,0.015079415752249284,4.014142630975457,99.4941907051282,57.14,0.2
282,0.017060740766539358,3.973647754403609,99.50420673076923,57.85,0.2
283,0.016072567825269803,3.9593040731888784,99.45663060897436,57.87,0.2
284,0.014623783676282844,3.9905032357083092,99.51672676282051,57.82,0.2
285,0.014691279458370095,3.9633917386018775,99.49669471153847,57.62,0.2
286,0.019331702932107966,3.964172951782806,99.35396634615384,57.39,0.2
287,0.01871571380877121,3.953392472448228,99.36147836538461,57.65,0.2
288,0.015841999683358993,3.936234344409991,99.47666266025641,57.69,0.2
289,0.015251340978675917,3.994580658176277,99.49919871794872,57.48,0.2
290,0.0157920662627592,3.9871296792090694,99.45162259615384,58.09,0.2
291,0.013819750497229203,3.9647630649276926,99.58183092948718,57.91,0.2
292,0.014385256503327325,3.993598711641529,99.56430288461539,57.63,0.2
293,0.013573547921343842,4.016157696518717,99.54176682692308,57.42,0.2
294,0.014360582522502413,4.002717105648186,99.50921474358974,57.56,0.2
295,0.013994740042574286,3.979677719405935,99.5517828525641,57.33,0.2
296,0.015520413527832342,3.991053828710242,99.49919871794872,57.82,0.2
297,0.01491954033992489,3.940998068338708,99.54677483974359,58.12,0.2
298,0.013337235003396368,3.9471795317492906,99.58934294871794,57.83,0.2
299,0.013358690863149092,3.9549889111820655,99.57181490384616,57.88,0.2
300,0.012059333499657954,3.9669956738435768,99.60436698717949,57.97,0.2
